year,month,day,time,foF2,foF2_
2016,9,24,0,8.1,7.9
2016,9,24,1,6.9,6.9
2016,9,24,2,6.1,6.1
2016,9,24,3,5.8,5.8
2016,9,24,4,4.8,5.0
2016,9,24,5,3.8,3.8
2016,9,24,6,3.8,3.8
2016,9,24,7,3.9,4.1
2016,9,24,8,3.0,3.1
2016,9,24,9,C,C
2016,9,24,10,2.7,2.7
2016,9,24,11,5.0,5.0
2016,9,24,12,6.1,6.1
2016,9,24,13,6.1,6.1
2016,9,24,14,6.8,6.8
2016,9,24,15,8.7,8.7
2016,9,24,16,10.1,10.1
2016,9,24,17,11.1,11.1
2016,9,24,18,11.1,11.1
2016,9,24,19,11.1,10.9
2016,9,24,20,11.6,11.6
2016,9,24,21,13.0,12.9
2016,9,24,22,14.3,14.1
2016,9,24,23,12.6,12.6
2016,9,25,0,8.6,8.6
2016,9,25,1,6.7,6.9
2016,9,25,2,6.5,6.5
2016,9,25,3,6.6,6.6
2016,9,25,4,C,5.9
2016,9,25,5,4.7,4.7
2016,9,25,6,5.2,4.7
2016,9,25,7,5.7,5.7
2016,9,25,8,6.4,6.4
2016,9,25,9,2.4,2.4
2016,9,25,10,2.9,3.0
2016,9,25,11,5.0,5.0
2016,9,25,12,5.9,5.9
2016,9,25,13,6.3,6.3
2016,9,25,14,7.2,7.2
2016,9,25,15,8.9,8.9
2016,9,25,16,C,10.5
2016,9,25,17,9.6,9.6
2016,9,25,18,10.1,10.0
2016,9,25,19,11.9,11.9
2016,9,25,20,C,12.4
2016,9,25,21,12.6,12.6
2016,9,25,22,13.2,13.2
2016,9,25,23,12.1,11.8
2016,9,26,0,C,13.8
2016,9,26,1,C,C
2016,9,26,2,C,11.9
2016,9,26,3,C,C
2016,9,26,4,10.2,9.3
2016,9,26,5,9.9,9.9
2016,9,26,6,10.1,10.5
2016,9,26,7,5.0,5.0
2016,9,26,8,3.1,3.3
2016,9,26,9,4.0,4.0
2016,9,26,10,5.0,4.7
2016,9,26,11,C,6.5
2016,9,26,12,7.0,7.0
2016,9,26,13,8.4,8.4
2016,9,26,14,7.0,7.0
2016,9,26,15,8.1,8.1
2016,9,26,16,10.3,10.3
2016,9,26,17,11.5,11.5
2016,9,26,18,11.6,11.6
2016,9,26,19,10.7,10.7
2016,9,26,20,10.8,10.8
2016,9,26,21,10.5,10.3
2016,9,26,22,C,10.8
